江南style
16, 402, 116580, 65535
Seq, Enabled, Servo time, Wait time, 1:Angle, 2:Angle, 3:Angle, 4:Angle, 5:Angle, 6:Angle, 7:Angle, 8:Angle, 9:Angle, 10:Angle, 11:Angle, 12:Angle, 13:Angle, 14:Angle, 15:Angle, 16:Angle, 1:LED, 2:LED, 3:LED, 4:LED, 5:LED, 6:LED, 7:LED, 8:LED, 9:LED, 10:LED, 11:LED, 12:LED, 13:LED, 14:LED, 15:LED, 16:LED, Head LED, MP3 folder, MP3 file, MP3 volume
96, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
97, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
98, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
99, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
100, 1, 220, 220, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
101, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
102, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
103, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
104, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
105, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
106, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
107, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
108, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
109, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
110, 1, 220, 220, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
111, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
112, 1, 220, 240, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
113, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
114, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
115, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
116, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
117, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
118, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
119, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
120, 1, 220, 220, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
121, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
122, 1, 220, 240, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
123, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
124, 1, 980, 1000, 30, 12, 31, 90, 41, 44, 89, 91, 140, 80, 90, 90, 88, 41, 100, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
125, 1, 440, 460, 94, 42, 56, 90, 130, 123, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
126, 1, 440, 460, 94, 42, 56, 90, 130, 123, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
127, 1, 440, 460, 17, 16, 91, 89, 158, 90, 90, 100, 140, 81, 90, 90, 78, 42, 98, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
128, 1, 440, 460, 91, 16, 91, 167, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
129, 1, 220, 220, 17, 16, 91, 167, 157, 90, 90, 100, 140, 80, 90, 90, 80, 44, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
130, 1, 220, 220, 53, 16, 35, 120, 158, 142, 90, 79, 149, 59, 90, 90, 101, 38, 114, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
131, 1, 220, 240, 17, 16, 91, 167, 157, 90, 90, 100, 140, 80, 90, 90, 80, 44, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
132, 1, 220, 220, 53, 16, 35, 120, 158, 142, 90, 79, 149, 59, 90, 90, 101, 38, 114, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
133, 1, 220, 240, 17, 16, 91, 167, 157, 90, 90, 100, 140, 80, 90, 90, 80, 44, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
134, 1, 220, 220, 53, 16, 35, 120, 158, 142, 90, 79, 149, 59, 90, 90, 101, 38, 114, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
135, 1, 220, 220, 94, 42, 56, 90, 130, 123, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
136, 1, 220, 240, 90, 132, 107, 147, 163, 152, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
137, 1, 220, 220, 90, 153, 135, 175, 163, 166, 90, 100, 140, 80, 90, 90, 80, 44, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
138, 1, 220, 240, 90, 132, 107, 147, 163, 152, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
139, 1, 220, 220, 90, 153, 135, 175, 163, 166, 90, 100, 140, 80, 90, 90, 80, 44, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
140, 1, 220, 220, 29, 9, 36, 90, 58, 72, 90, 100, 140, 80, 90, 90, 80, 45, 96, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
141, 1, 220, 240, 20, 9, 36, 90, 34, 42, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
142, 1, 220, 220, 29, 9, 36, 90, 58, 72, 90, 100, 140, 80, 90, 90, 80, 45, 96, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
143, 1, 220, 240, 20, 9, 36, 90, 34, 42, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
144, 1, 220, 220, 90, 132, 107, 147, 163, 152, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
145, 1, 220, 220, 90, 153, 135, 175, 163, 166, 90, 100, 140, 80, 90, 90, 80, 44, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
146, 1, 220, 240, 90, 132, 107, 147, 163, 152, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
147, 1, 220, 220, 90, 153, 135, 175, 163, 166, 90, 100, 140, 80, 90, 90, 80, 44, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
148, 1, 220, 240, 29, 9, 36, 90, 58, 72, 90, 100, 140, 80, 90, 90, 80, 45, 96, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
149, 1, 220, 220, 20, 9, 36, 90, 34, 42, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
150, 1, 220, 220, 29, 9, 36, 90, 58, 72, 90, 100, 140, 80, 90, 90, 80, 45, 96, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
151, 1, 220, 240, 20, 9, 36, 90, 34, 42, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
152, 1, 220, 220, 67, 13, 89, 120, 163, 88, 90, 100, 140, 80, 90, 90, 80, 42, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
153, 1, 220, 240, 67, 26, 49, 110, 158, 133, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
154, 1, 220, 220, 41, 12, 89, 144, 168, 88, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
155, 1, 220, 220, 40, 11, 45, 144, 163, 134, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
156, 1, 220, 240, 14, 11, 89, 170, 168, 88, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
157, 1, 220, 220, 14, 11, 38, 170, 168, 149, 90, 100, 140, 80, 90, 90, 80, 39, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
158, 1, 220, 240, 19, 10, 89, 170, 176, 88, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
159, 1, 220, 220, 67, 13, 89, 120, 163, 88, 90, 100, 140, 80, 90, 90, 80, 42, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
160, 1, 220, 220, 67, 26, 49, 110, 158, 133, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
161, 1, 220, 240, 41, 12, 89, 144, 168, 88, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
162, 1, 220, 220, 40, 11, 45, 144, 163, 134, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
163, 1, 220, 240, 14, 11, 89, 170, 168, 88, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
164, 1, 220, 220, 14, 11, 38, 170, 168, 149, 90, 100, 140, 80, 90, 90, 80, 39, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
165, 1, 220, 220, 19, 10, 89, 170, 176, 88, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
166, 1, 220, 240, 29, 9, 36, 90, 58, 72, 90, 100, 140, 80, 90, 90, 80, 45, 96, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
167, 1, 220, 220, 20, 9, 36, 90, 34, 42, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
168, 1, 220, 240, 29, 9, 36, 90, 58, 72, 90, 100, 140, 80, 90, 90, 80, 45, 96, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
169, 1, 220, 220, 20, 9, 36, 90, 34, 42, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
170, 1, 220, 220, 94, 13, 91, 90, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
171, 1, 220, 240, 94, 58, 91, 95, 119, 90, 90, 100, 140, 80, 100, 90, 80, 43, 99, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
172, 1, 220, 220, 94, 13, 91, 90, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
173, 1, 220, 240, 94, 58, 91, 95, 119, 90, 90, 100, 140, 80, 100, 90, 80, 43, 99, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
174, 1, 220, 220, 94, 13, 91, 90, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
175, 1, 220, 220, 94, 58, 91, 95, 119, 90, 90, 100, 140, 80, 100, 90, 80, 43, 99, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
176, 1, 220, 240, 94, 13, 91, 90, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
177, 1, 220, 220, 94, 58, 91, 95, 119, 90, 90, 100, 140, 80, 100, 90, 80, 43, 99, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
178, 1, 220, 240, 94, 13, 91, 90, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
179, 1, 220, 220, 94, 58, 91, 95, 119, 90, 90, 100, 140, 80, 100, 90, 80, 43, 99, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
180, 1, 220, 220, 90, 160, 91, 90, 19, 90, 89, 100, 140, 80, 90, 89, 80, 42, 99, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
181, 1, 220, 240, 90, 100, 167, 90, 72, 20, 90, 100, 140, 80, 90, 90, 80, 44, 98, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
182, 1, 220, 220, 90, 160, 91, 90, 19, 90, 89, 100, 140, 80, 90, 89, 80, 42, 99, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
183, 1, 220, 240, 90, 100, 167, 90, 72, 20, 90, 100, 140, 80, 90, 90, 80, 44, 98, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
184, 1, 440, 460, 90, 160, 93, 90, 0, 80, 80, 100, 140, 80, 100, 86, 76, 38, 100, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
185, 1, 440, 440, 90, 107, 159, 90, 63, 28, 97, 100, 140, 80, 84, 100, 80, 43, 100, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
186, 1, 440, 460, 90, 160, 93, 90, 0, 80, 80, 100, 140, 80, 100, 86, 76, 38, 100, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
187, 1, 440, 460, 90, 107, 159, 90, 63, 28, 97, 100, 140, 80, 84, 100, 80, 43, 100, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
188, 1, 440, 460, 90, 160, 93, 90, 0, 80, 80, 100, 140, 80, 100, 86, 76, 38, 100, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
189, 1, 440, 460, 90, 107, 159, 90, 63, 28, 97, 100, 140, 80, 84, 100, 80, 43, 100, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
190, 1, 220, 220, 8, 13, 91, 90, 172, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
191, 1, 220, 240, 86, 16, 91, 173, 173, 90, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
192, 1, 220, 220, 8, 13, 91, 90, 172, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
193, 1, 220, 240, 86, 16, 91, 173, 173, 90, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
194, 1, 220, 220, 8, 13, 91, 90, 172, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
195, 1, 220, 220, 86, 16, 91, 173, 173, 90, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
196, 1, 220, 240, 8, 13, 91, 90, 172, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
197, 1, 220, 220, 86, 16, 91, 173, 173, 90, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
198, 1, 220, 460, 92, 14, 91, 97, 155, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
199, 1, 220, 460, 92, 14, 91, 167, 168, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
200, 1, 220, 460, 92, 14, 91, 167, 90, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
201, 1, 220, 460, 16, 14, 91, 167, 90, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
202, 1, 220, 460, 92, 14, 91, 97, 155, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
203, 1, 220, 460, 92, 14, 91, 167, 168, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
204, 1, 220, 460, 92, 14, 91, 167, 90, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
205, 1, 220, 440, 16, 14, 91, 167, 90, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
206, 1, 440, 460, 90, 160, 93, 90, 0, 80, 80, 100, 140, 80, 100, 86, 76, 38, 100, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
207, 1, 440, 460, 90, 107, 159, 90, 63, 28, 97, 100, 140, 80, 84, 100, 80, 43, 100, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
208, 1, 440, 460, 90, 160, 93, 90, 0, 80, 80, 100, 140, 80, 100, 86, 76, 38, 100, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
209, 1, 440, 460, 90, 107, 159, 90, 63, 28, 97, 100, 140, 80, 84, 100, 80, 43, 100, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
